item,item.bestsplit,length,logprob,ppl,ppl1
Ira,ira,3,-3.6965060999999997,8.3970458586946,17.067452387946364
upi,u + pi,3,-4.7439711,15.34591452851447,38.13499554590803
epi,e + pi,3,-5.0824801,18.64747463153944,49.44928692777971
OmO,omo,3,-4.3189231,12.015193656608965,27.51953132602709
Noa,Noa,3,-3.8626511,9.239804344338513,19.388774813909922
Oua,oua,3,-5.2145081,20.119955924323943,54.72293304167211
ahO,a + ho,3,-3.7268160999999997,8.544841769256601,17.469160433825365
nOi,noi,3,-3.8771250999999998,9.317111117673372,19.605369568843848
eNu,eNu,3,-5.0603071,18.410974436950205,48.614859318879304
tAe,tae,3,-3.0371931,5.745109028784964,10.28958122975963
ome,o + me,3,-5.2460571,20.48869393962891,56.064209110023775
paI,pai,3,-2.6778601,4.671593279551384,7.8094425312375595
nAi,nai,3,-3.7483851,8.651596873124062,17.760766309435937
UpA,u + pa,3,-4.3652221,12.339726243712738,28.515043164544128
eNU,eNu,3,-5.0603071,18.410974436950205,48.614859318879304
kEa,kea,3,-3.5642461,7.781467805998245,15.419916902957299
puA,pua,3,-2.6138781,4.50266384410651,7.435200768100486
eaa,ea + a,3,-5.3897881,22.255995508363256,62.60312797350368
opo,o + po,3,-4.4550311,12.994446188653077,30.549940354564633
AwE,awe,3,-3.9598521,9.771540243930355,20.890589727562848
awE,awe,3,-3.9598521,9.771540243930355,20.890589727562848
oNu,o + Nu,3,-5.3296931,21.49924827509525,59.78116396232187
auA,aua,3,-3.7641651000000005,8.73054338830996,17.977185509428914
ItI,iti,3,-3.3505751,6.8808766890015844,13.087550385345075
unA,una,3,-3.6594610999999997,8.219876168645081,16.58900609325792
tUa,tua,3,-2.4709971,4.147145523099888,6.662936894027097
InI,ini,3,-3.2957731,6.66719680508947,12.548477414328149
UrA,ura,3,-3.3940460999999997,7.055235664879714,13.53158593633318
ONO,oNo,3,-4.0751311,10.441978027191363,22.823226135902004
OtI,oti,3,-3.7914411,8.868706343951821,18.357506895041958
ofi,o + fi,3,-5.1698421,19.60922930174858,52.87869151755896
Ome,o + me,3,-5.2460571,20.48869393962891,56.064209110023775
Awi,a + wi,3,-4.5226761,13.510425437990099,32.17797426419517
ENe,eNe,3,-4.8906341,16.697771935519214,42.678718120438646
kiO,kio,3,-3.8794261,9.329460386587124,19.640024867221825
ItU,itu,3,-4.0182441,10.105574892957897,21.84815156852826
aiu,ai + u,3,-5.4678961,23.279520195107967,66.47097259039042
Eka,eka,3,-3.5695421000000005,7.805226762749478,15.482723810364277
aNU,a + Nu,3,-4.6541711,14.572792295780863,35.595112236387344
pAu,pau,3,-3.0483661,5.782178905757236,10.378199941055318
AkE,ake,3,-3.6391691,8.124418286427785,16.332639139045227
Eko,eko,3,-4.1328351,10.794655205637802,23.85677309797806
irU,i + ru,3,-4.6674791,14.684858800434966,35.96055341320765
ire,ire,3,-4.1647241,10.994640285399942,24.447889088971632
uko,u + ko,3,-4.4307981000000005,12.814436843942866,29.986977928456
kIi,ki + i,3,-4.5445621,13.681714542723515,32.72306939384591
mie,mie,3,-5.0270391,18.061747848309842,47.38923522034379
Ero,ero,3,-4.0132931,10.076814757931789,21.765285419833084
rOi,roi,3,-3.6569711,8.208102573259806,16.557332362999624
iwA,iwa,3,-3.9301771,9.606037440216928,20.420154954878775
iwI,iwi,3,-3.6715641000000003,8.277344390412221,16.743825914658856
eoA,eoa,3,-6.1139021,33.765681919573545,109.13583275822639
uNi,u + Ni,3,-4.8775261,16.572251861880428,42.25149042517377
tEa,tea,3,-2.8453191,5.144341311517476,8.880546650263764
Iwi,iwi,3,-3.6715641000000003,8.277344390412221,16.743825914658856
epu,e + pu,3,-4.7009981000000005,14.970955691080052,36.897706048907466
eha,e + ha,3,-4.4706611,13.111889331654167,30.91863886488334
IkI,iki,3,-3.6772301,8.304385949980173,16.816800288924473
uti,uti,3,-4.0332551,10.193275797661432,22.1013278368477
koA,koa,3,-3.1362541,6.082239607361183,11.102429736012288
imA,i + ma,3,-4.4984861,13.323598132819464,31.58605350206862
enA,ena,3,-4.2272811,11.39778013214819,25.650373893413956
iwe,i + we,3,-5.2573101,20.621845320753028,56.55053266242782
upE,upe,3,-4.7136171000000004,15.08010185904315,37.25681282924795
irI,iri,3,-3.0264991,5.709850995137791,10.20547053902289
ape,a + pe,3,-4.0520841,10.304360045490306,22.423050757089218
Afu,a + fu,3,-5.6972661,26.56541012073326,79.26632069258771
ErE,ere,3,-3.5277960999999998,7.6198956680329895,14.994501546392247
etO,e + to,3,-4.7398021,15.30913049524565,38.01316522699624
IrI,iri,3,-3.0264991,5.709850995137791,10.20547053902289
tiU,tiu,3,-3.8044231,8.935230800858617,18.541336393372834
Otu,otu,3,-3.9387220999999997,9.653404955319731,20.554521292345758
ekA,eka,3,-3.5695421000000005,7.805226762749478,15.482723810364277
pie,pi + e,3,-5.0645201,18.455678877358256,48.772314618370096
UNu,u + Nu,3,-5.7021941,26.640877464987366,79.56670374443891
kOi,koi,3,-3.0242391,5.7024275339516715,10.187783330569697
oae,o + ae,3,-5.7668751,27.651505075704993,83.61644512828343
Ohe,ohe,3,-3.6987170999999996,8.407740035729175,17.096440533190567
pUa,pua,3,-2.6138781,4.50266384410651,7.435200768100486
epO,e + po,3,-4.8874841,16.667521538028712,42.575657806701315
OhO,oho,3,-3.6034211000000003,7.958940811814007,15.890602597272522
rIi,ri + i,3,-4.7884641,15.744034218666934,39.45978367053105
kOu,kou,3,-3.4556690999999997,7.309998283855991,14.186971621254951
eae,e + ae,3,-6.0259181,32.098114727020345,102.00920587495354
orO,oro,3,-3.0012081,5.627325348799169,10.009276810470778
uhE,u + he,3,-4.6897701000000005,14.87450510248879,36.58109489164656
oeo,oe + o,3,-6.7479391,48.63901540819913,177.54687526138719
etE,ete,3,-4.2223951,11.365767688413428,25.554361450970497
uNu,u + Nu,3,-5.7021941,26.640877464987366,79.56670374443891
Upu,upu,3,-4.0104791,10.060504855503101,21.718326945522865
eto,e + to,3,-4.7398021,15.30913049524565,38.01316522699624
AwI,a + wi,3,-4.5226761,13.510425437990099,32.17797426419517
AkU,a + ku,3,-3.7797101,8.809018559676103,18.192960084329098
ipi,ipi,3,-4.3823961,12.46232362666214,28.89340332708565
taI,tai,3,-2.2831171,3.7220249069066966,5.76818304090905
Ano,a + no,3,-4.0758471,10.446282708432484,22.835772093875985
ume,ume,3,-4.4967601,13.310366839976455,31.544237456812144
OkO,oko,3,-3.5140441000000004,7.559812514358685,14.837066162671375
uae,uae,3,-5.0063131,17.84753634353883,46.64134152241187
onO,ono,3,-3.5129501000000003,7.55505316810886,14.824613062866852
emu,emu,3,-4.5003571,13.337955833851877,31.63144509866339
ihE,ihe,3,-4.4432521000000005,12.906634899893074,30.274991740547406
aNu,a + Nu,3,-4.6541711,14.572792295780863,35.595112236387344
eaA,ea + a,3,-5.3897881,22.255995508363256,62.60312797350368
Ini,ini,3,-3.2957731,6.66719680508947,12.548477414328149
otA,o + ta,3,-3.8641461,9.24775946100902,19.41103532769121
keA,kea,3,-3.5642461,7.781467805998245,15.419916902957299
apI,a + pi,3,-3.8630161000000003,9.241745931817482,19.39420729845989
Iro,iro,3,-3.6594701,8.219918754425144,16.589120686448137
Imi,i + mi,3,-5.1232381,19.090158094339355,51.020655420363454
pEi,pei,3,-3.3900801000000005,7.039146841779416,13.490458180597367
Oio,oi + o,3,-5.8300181,28.675072525501974,87.76863955018963
Onu,onu,3,-4.2653071,11.650022791659474,26.41003844043919
Ino,ino,3,-3.4424851,7.254730352566835,14.04413622369481
ahE,a + he,3,-3.7372571,8.596353672557468,17.609716596460515
NAo,Na + o,3,-4.1950261,11.188104779528846,25.023153114522188
Eru,eru,3,-4.6193461000000005,14.283562024676648,34.65628714676347
OnI,oni,3,-4.4163951,12.708631147064459,29.657306123353678
Etu,e + tu,3,-4.4341301,12.83903920465382,30.063764906881584
afu,a + fu,3,-5.6972661,26.56541012073326,79.26632069258771
rAu,rau,3,-2.6072621000000002,4.485548171074316,7.397540758146805
hAo,hao,3,-3.5934581000000003,7.9134256257033675,15.769552403466163
aie,aie,3,-5.1738481,19.654501127937962,53.04152882653279
Ore,ore,3,-3.3758691,6.981797927834239,13.344112662577912
aAe,a + ae,3,-5.1370321,19.24234624335337,51.56369529116527
Ani,ani,3,-3.9165881000000002,9.531187759299124,20.208280742489144
ahU,ahu,3,-3.2639651,6.546230225226827,12.245833962287685
ItO,ito,3,-3.9792381,9.881196252646479,21.20375121603907
unE,une,3,-4.4583151,13.019034414044421,30.627040535527918
pEa,pea,3,-3.4244440999999997,7.179778148986027,13.85100757129352
hAe,hae,3,-2.8007141,5.013932985146223,8.581661237071483
Epo,e + po,3,-4.8874841,16.667521538028712,42.575657806701315
OnE,one,3,-4.0474221,10.276743689531099,22.342959587676066
teU,te + u,3,-4.7468061,15.370978850371726,38.21806546412261
ENi,eNi,3,-4.6928581000000005,14.900969473183558,36.66789958234776
OwA,o + wa,3,-4.6547701,14.577818037571364,35.61148083353165
heA,hea,3,-2.9672531,5.518401244949267,9.751790589957107
maA,ma + a,3,-3.5150691,7.56427440291772,14.848743321227573
ikE,ike,3,-4.5881841,14.029623776967162,33.83722194431777
fEa,fea,3,-3.1694221000000002,6.199483736121055,11.388696862980474
pUA,pua,3,-2.6138781,4.50266384410651,7.435200768100486
Uru,uru,3,-3.0181091,5.682340772488425,10.139962915385723
opE,ope,3,-4.5130181,13.435521399636126,31.940327632743074
kaU,kau,3,-2.6969581000000002,4.723234684419558,7.924758444925102
opO,o + po,3,-4.4550311,12.994446188653077,30.549940354564633
ufe,u + fe,3,-5.2008201000000005,19.96204475758011,54.15102729413803
upe,upe,3,-4.7136171000000004,15.08010185904315,37.25681282924795
ONa,oNa,3,-3.8606171,9.228992116324259,19.358529590742847
UkO,u + ko,3,-4.4307981000000005,12.814436843942866,29.986977928456
eNo,eNo,3,-5.1123881,18.97129708429006,50.59753583629051
nUmu,numu,4,-4.7865961,9.063985873612756,15.727113643748304
Uafu,ua + fu,4,-7.1837301,27.336695799103094,62.50755691593153
kApI,ka + pi,4,-3.6421431,5.350921995793807,8.138338975700927
pikE,pike,4,-4.2116371,6.95548502617848,11.295599226603063
humo,hu + mo,4,-4.5303411,8.05504961878135,13.570169584166118
pAfi,pa + fi,4,-4.3096471,7.276615379527351,11.951207175326767
Urii,uri + i,4,-5.9842511,15.734401209710452,31.33738657142566
AkiA,akia,4,-4.4475971,7.753886150187294,12.938957161527126
meNU,me + Nu,4,-5.7046811,13.833632048861144,26.67904471939345
wOpI,wo + pi,4,-5.9733041,15.655279296108672,31.140531805339734
UNeo,u + Neo,4,-8.1783591,43.218712006301566,110.81276078296742
oupo,ou + po,4,-6.1581161,17.046028883742242,34.636103201963905
UrAA,ura + a,4,-5.1456661,10.69382862521539,19.338221262501172
rIwi,ri + wi,4,-4.6625181,8.560588472473482,14.642981881430877
oumi,ou + mi,4,-6.6025391,20.917405710950987,44.73369527323131
pAwI,pa + wi,4,-4.6496371,8.509958065147659,14.534807188140109
OAno,oa + no,4,-6.0272821,16.04931200533372,32.12332747041999
pefO,pe + fo,4,-6.8527981,23.472514715408224,51.665367748808954
OhOi,ohoi,4,-4.9027661,9.562098652192628,16.814792989823513
NAmi,Na + mi,4,-4.2969781000000005,7.234285098038671,11.864365709400731
imAI,i + mai,4,-5.4239091,12.155751689838223,22.697460814840866
Aape,a + a + pe,4,-5.8081011,14.508423362265201,28.315567814877422
OAka,o + aka,4,-4.7324821,8.840898813924476,15.244757661919039
fInA,fi + na,4,-4.4414061,7.731810832844966,12.89292703897092
NikA,Ni + ka,4,-3.6728861000000004,5.427217417267461,8.283645883119734
AiwE,ai + we,4,-5.6731801,13.63439965501156,26.199621969885083
utOI,utoi,4,-5.5583861,12.932343156852387,24.524294629203702
eife,ei + fe,4,-6.7301891000000005,22.18389597114283,48.14456587755372
upio,u + pio,4,-6.2930141,18.138560587257203,37.43290439055762
wIpu,wi + pu,4,-4.7951381,9.099711425910307,15.804636984013559
AanO,a + a + no,4,-5.8318831,14.66819314685103,28.705874049451424
wurI,wuri,4,-4.6556271,8.53346516566826,14.585011470087375
fihE,fi + he,4,-4.8001171000000005,9.12060022273664,15.850000308253385
IrIi,iri + i,4,-5.8034281,14.477234863617324,28.23950143300856
Iwea,i + wea,4,-5.9294421,15.342227558974699,30.36410782741043
ofAO,o + fao,4,-5.9207471,15.280917112205925,30.212507762569018
NOto,Noto,4,-4.4561451,7.784469475074432,13.002781808895671
OkAI,okai,4,-4.5209801,8.020399846410417,13.497241699266956
Iwie,iwi + e,4,-6.4134941,19.173386194063237,40.12116406147896
hEha,he + ha,4,-4.0963381,6.595802151246735,10.570232134005177
wuri,wuri,4,-4.6556271,8.53346516566826,14.585011470087375
OtOI,otoi,4,-4.8672561,9.407001645651812,16.474567611432548
rAwI,ra + wi,4,-4.5996461,8.316282238069476,14.122498100661852
UaNu,ua + Nu,4,-6.0875131,16.50070955793618,33.25663278177178
NAme,Na + me,4,-4.5540061000000005,8.143314727883942,13.756296407108907
wewE,wewe,4,-5.1126441,10.532435785836778,18.974093003951076
niNA,ni + Na,4,-4.4949251,7.9247399542169354,13.29631437743989
wEni,weni,4,-4.8638511,9.392262457423028,16.44230784021184
NAiE,Naie,4,-5.6451741,13.459682640989486,25.780629941815263
ONoe,oNoe,4,-6.3256761,18.41345225293028,38.14336686441488
IrAA,ira + a,4,-5.4481261,12.292075525403654,23.016088828206968
nIno,nino,4,-4.9503141,9.773785869758234,17.28138417822805
eIho,ei + ho,4,-6.1580091,17.045188955891422,34.63396988628556
witI,witi,4,-4.2695051,7.14333503864032,11.67820985051419
NUta,Nuta,4,-4.2332881,7.025182648594978,11.437260818648774
oaiE,oaie,4,-7.3762970999999995,29.87166430010162,69.83518291424114
aema,ae + ma,4,-5.1192431,10.564492034613915,19.046306768703673
AfiU,afiu,4,-3.9802371,6.2524095822429535,9.886880272570561
pIhu,pi + hu,4,-4.3277241,7.337444343042986,12.076220243712084
mEri,meri,4,-4.4933981,7.919169160842892,13.28463189469046
wEnu,wenu,4,-4.5152021,7.999086994368637,13.452423313534926
ahEa,a + hea,4,-4.4775231,7.86148554107256,13.163784833782996
nEhE,nehe,4,-4.0266921,6.387610410025858,10.154838596208474
ehuI,ehui,4,-5.2018361,10.974057211724991,19.9737231062248
AmAo,a + mao,4,-4.5854501,8.262091874042019,14.007561083684958
iNii,iNi + i,4,-6.8145111,23.06227890501768,50.53913156679297
Omou,omou,4,-5.3369851,11.67876769837935,21.589683464229857
tImu,timu,4,-4.1081941,6.631912994860171,10.642619246968268
uirE,ui + re,4,-5.0595891,10.278217886628399,18.403366495359148
EpEO,e + peo,4,-7.390477100000001,30.067368482400873,70.4075569289164
NaeA,Naea,4,-4.8719181,9.427219518316205,16.51883917615931
ApOI,a + poi,4,-4.7008971,8.713234853215827,14.970085300922747
neNu,neNu,4,-5.2134901000000005,11.033111826291083,20.108168925055256
tuei,tu + ei,4,-5.5732811,13.021356223475136,24.735476160795464
apaI,a + pai,4,-4.1865481,6.8755844388890965,11.1336361666357
hUku,huku,4,-3.7800411,5.701750640242934,8.810697180443624
hOre,hore,4,-3.4126681000000003,4.814305214956632,7.131272384820862
Aeni,ae + ni,4,-5.8850951,15.032077978872062,29.598777565905618
tukE,tuke,4,-3.3938151000000003,4.772687729549416,7.054297562305745
etOu,e + tou,4,-6.1744241,17.174528380773083,34.962785438256766
wAiE,waie,4,-4.5058541,7.964725634459835,13.380228341903415
tANI,taNi,4,-2.9072691,3.814642297420516,5.3311054743715784
upaI,u + pai,4,-5.2899701,11.428625980819064,21.013216011588273
mini,mini,4,-3.9953611,6.296108738415577,9.973331967574254
wEhE,wehe,4,-3.6049230999999997,5.259986384719905,7.965825252595358
NEni,Neni,4,-5.7897161,14.386104809014531,28.01747705894025
mAtO,mato,4,-3.5000811,5.012059522826444,7.499292188954009
iAfa,ia + fa,4,-4.7926041,9.089098709982633,15.781599761271963
ewea,e + wea,4,-6.0765301,16.41746200986577,33.04703687148186
eEtu,e + e + tu,4,-7.2186391,27.779717182887985,63.77636682852806
Eheu,eheu,4,-5.7746631,14.286722854054656,27.775748747849732
Aiha,ai + ha,4,-4.7547911,8.93219550088078,15.441794729369215
eaNi,ea + Ni,4,-5.8224401,14.604544622943015,28.550257198848907
UnoA,u + noa,4,-6.2992271,18.19053281179889,37.56702250295193
punE,pune,4,-3.9723061,6.229615180639338,9.841845090339227
fEfa,fe + fa,4,-4.8477051,9.322685208473693,16.290194699387666
EreU,ere + u,4,-6.2562461,17.83401879490118,36.648949027130165
EtOI,e + toi,4,-5.8250881,14.622364984535183,28.593809864894347
fakI,faki,4,-2.3612101,2.9664840664397985,3.8931624419027937
nInI,nini,4,-4.9285921,9.676502652555202,17.06663989505592
ikOi,ikoi,4,-5.2809341000000005,11.381167630265344,20.90419870846662
nEhu,nehu,4,-4.0947341,6.590931833701504,10.560476756011703
Aanu,a + anu,4,-5.7145361,13.896557220045368,26.83082489758431
tifi,ti + fi,4,-4.0913731,6.5807382953742914,10.54006465646858
Irui,i + rui,4,-6.1420601,16.920454327195927,34.317451217355014
fouA,foua,4,-6.8888511,23.865482547667355,52.74882317765146
uerE,uere,4,-5.0758231,10.355346133044375,18.576152811043027
aoku,ao + ku,4,-5.3195571,11.585410325651258,21.37417077562828
OAiE,oaie,4,-7.3762970999999995,29.87166430010162,69.83518291424114
rupo,ru + po,4,-4.1915611,6.891475555165033,11.16581106640509
pOfe,po + fe,4,-4.7950341,9.099275616861158,15.803690832776049
Ataa,ata + a,4,-4.6270801,8.422015182606952,14.347294898027547
uaNI,ua + Ni,4,-5.2610281,11.277312626752812,20.666028548621796
onoA,onoa,4,-4.7588591000000005,8.948944610005622,15.477997600623812
wOnE,wone,4,-5.9529301,15.509079421820198,30.777442244051983
ikoA,ikoa,4,-5.3929481,11.983663897797095,22.29651694784942
wEtO,weto,4,-4.4875761,7.897965276067676,13.24018413492842
rUNU,ru + Nu,4,-5.1803321,10.865917917615647,19.727998444104916
aepI,ae + pi,4,-5.6457081,13.462993000508009,25.788555999543178
haeo,hae + o,4,-5.2838241,11.396324844155352,20.93900424759155
ikou,ikou,4,-5.7123641,13.882664235794868,26.79729918082475
onOu,onou,4,-5.5430581,12.841377701519678,24.30885622528896
tOpE,tope,4,-4.1426321,6.737928839410154,10.855704799759442
rIkA,ri + ka,4,-3.2781021,4.5250191344672475,6.599720219791119
mIra,mira,4,-4.0107731,6.340954253466979,10.062207639473975
itUA,itua,4,-4.7027401,8.720633201165043,14.985975732878332
upeu,upeu,4,-7.1000831,26.30368651453176,59.56906384271404
Aniu,aniu,4,-5.5004201,12.591689910933376,23.719472419381365
nihU,ni + hu,4,-4.8904771,9.508136765194706,16.696262918110836
ArIi,ari + i,4,-5.8751351000000005,14.963287485622836,29.42956040446368
aerU,ae + ru,4,-5.3946151,11.992867071410442,22.31792300664021
nOhI,nohi,4,-4.0106721,6.340659328473706,10.061622636975084
Anoa,a + noa,4,-5.3217571,11.597153886536665,21.401256638923783
enio,eni + o,4,-7.2780751,28.550585569023422,65.99617644770831
eiwE,ei + we,4,-6.7455431,22.341309242802748,48.57197636295867
mONO,mo + No,4,-4.9796131,9.906554200941734,17.575321371263968
nOro,noro,4,-4.1918871,6.8925102400500675,11.167906646782145
puaU,pu + au,4,-4.3956331,7.5705358433737855,12.557647123787673
AtaI,atai,4,-3.6681701,5.415443385963797,8.261188370512578
nAwI,na + wi,4,-4.8797491,9.461278359202542,16.593472311900392
toAi,to + ai,4,-4.7838661,9.052597686871591,15.702417669472256
ekEa,ekea,4,-4.4818641,7.8772171905987705,13.196720692892859
UkaI,ukai,4,-4.6786501000000005,8.62442242207855,14.779594713994305
opui,o + pui,4,-5.9987301,15.839666011492506,31.59966838172746
reUa,re + ua,4,-5.0272231000000005,10.126156147114584,18.0636610303512
nIkA,ni + ka,4,-4.1489851,6.75767062426108,10.895477671044095
ItOA,itoa,4,-5.2824191,11.388953505973753,20.922075983196944
oarE,oa + re,4,-5.3843801000000004,11.93647299955162,22.18681821262526
uhai,uhai,4,-5.5384921,12.814404239488306,24.24504670134601
nOwi,no + wi,4,-5.4331541,12.207614882469173,22.818575282704188
AerI,ae + ri,4,-5.2178691,11.055383693222634,20.15892063246532
NUNA,Nu + Na,4,-4.6234681,8.40801775287216,14.317494501544159
apOI,a + poi,4,-4.7008971,8.713234853215827,14.970085300922747
nAiE,naie,4,-5.9743991,15.663175714078156,31.160166887539898
rONU,ro + Nu,4,-4.9349291,9.704782799751118,17.129010476866682
UkAI,ukai,4,-4.6786501000000005,8.62442242207855,14.779594713994305
nunE,nu + ne,4,-5.1109051,10.524004376042205,18.955108513392535
furi,furi,4,-4.6303401,8.434668527483167,14.374244408832892
Nehi,Ne + hi,4,-5.0091991,10.042453280877615,17.877211368919433
NONU,No + Nu,4,-5.6874751,13.724452232612089,26.41610456347687
wifa,wi + fa,4,-5.0385981,10.179339988954315,18.18232955105224
mApi,ma + pi,4,-4.0101341,6.339088573002394,10.058507058105077
ekoa,ekoa,4,-5.5109501000000005,12.652898377733353,23.863685949704106
uaeA,uaea,4,-5.7935801,14.411726776716705,28.079865614331077
kIfa,ki + fa,4,-4.1201581,6.668553196753357,10.716168282998941
Numo,Nu + mo,4,-5.3961401,12.00129248166529,22.337523633228304
Ootu,o + otu,4,-6.5036891,19.986549338467952,42.25929766974092
NauI,Na + ui,4,-4.7616581,8.960487121956826,15.502956377167488
utEA,utea,4,-4.6317371000000005,8.440096652206199,14.38580850687932
rinE,ri + ne,4,-4.3796081000000004,7.514872558992104,12.442338862001256
wOue,wo + ue,4,-7.3482601,29.488455068611824,68.71713194473307
auhU,au + hu,4,-4.7639931,8.970127580917634,15.523808439523295
