item,item.bestsplit,length,logprob,ppl,ppl1
anE,ane,3,-3.9662914,9.807828202946187,20.99409380328868
Aea,aea,3,-4.608742400000001,14.196640994224207,34.375376748963895
OrA,ora,3,-3.6550564,8.199060669209357,16.533017800456136
irE,ire,3,-4.2412084,11.489525675814575,25.92603681138194
Eku,eku,3,-4.651366400000001,14.549283285465329,35.51856952381137
atU,atu,3,-3.2439134,6.471103558673305,12.058810395579627
hiA,hia,3,-1.9162284,3.0134021930566086,4.352540290743931
Imo,imo,3,-4.9687734,17.465995744144028,45.316650263157584
omO,omo,3,-4.1478974,10.888657815973838,24.134175507547187
wAi,wai,3,-2.3060724,3.7715346322960683,5.870712328750266
IwE,iwe,3,-5.324404400000001,21.433895055902845,59.538990483030574
atE,ate,3,-3.6915884,8.373308647908434,17.003153152852764
ikU,iku,3,-4.4150864,12.699060727058962,29.627531372372385
epA,epa,3,-3.8910004,9.391827342653606,19.815276341564697
ANU,a + Nu,3,-4.6263614,14.341360406244831,34.84339518975379
awi,awi,3,-4.3626553999999995,12.321507621302203,28.45892339682419
peu,peu,3,-5.0828814,18.65178282349612,49.46452010561283
ANA,aNa,3,-2.9761984,5.546890593909664,9.81897452650731
Oru,oru,3,-3.8699654000000003,9.278790090420468,19.497928194337426
AhE,ahe,3,-3.8370234,9.104494753875455,19.01112423907077
NOu,Nou,3,-4.3103224,11.955853918155036,27.33846545206535
Ure,ure,3,-3.6765374000000004,8.301075234759983,16.807861729259745
OhI,ohi,3,-3.8603034,9.227325693216674,19.353869128036305
aiE,aie,3,-5.5268353999999995,24.08290375175429,69.5470105354753
upU,upu,3,-3.6858844000000004,8.345860091461565,16.92887636781753
OfI,o + fi,3,-5.246143399999999,20.48971180785042,56.06792279715821
enu,enu,3,-4.3109784,11.960369587558818,27.352233797218435
Opu,opu,3,-4.0950974,10.562685523664761,23.175678985247863
iao,ia + o,3,-5.1102314,18.94775890312735,50.51384958029728
Uni,uni,3,-4.0776234,10.456969709298741,22.866926719254945
Ihe,ihe,3,-4.2518364,11.56003369604036,26.1383879776206
Ine,ine,3,-3.5208434,7.589459539093268,14.914698092165635
nia,nia,3,-3.7481794,8.650572494395156,17.75796245061233
Ahe,ahe,3,-3.8370234,9.104494753875455,19.01112423907077
une,une,3,-4.335151399999999,12.127962627359379,27.864449452927833
uaA,ua + a,3,-4.853152400000001,16.341356327518316,41.46841791502967
huI,hui,3,-3.3626283999999997,6.928785232975446,13.209188365175697
Ane,ane,3,-3.9662914,9.807828202946187,20.99409380328868
mIi,mi + i,3,-5.6240194,25.46858694566718,74.93300225599413
Ihu,ihu,3,-4.393129399999999,12.539561506485033,29.132413570196526
OhE,ohe,3,-3.7952494,8.888169947484656,18.411243986701074
Oni,oni,3,-3.9398674000000002,9.659771424682262,20.572597692999974
ihU,ihu,3,-4.393129399999999,12.539561506485033,29.132413570196526
EhE,ehe,3,-4.0799254000000005,10.470835819531873,22.907364869026104
kAu,kau,3,-2.6910354,4.707158801658925,7.888815516367976
Apa,apa,3,-3.1647494,6.182830633249624,11.347925257257069
otU,otu,3,-4.115952399999999,10.69025586705019,23.549632452725607
IwA,iwa,3,-4.075080399999999,10.441673279731596,22.822338017279446
Awa,awa,3,-3.4187043999999998,7.156095043415951,13.790122793038705
etA,e + ta,3,-4.4781584,13.16859981661119,31.097069671627366
reU,reu,3,-4.255768399999999,11.586228786300977,26.21739073351667
oau,o + au,3,-5.1253414,19.113285631275787,51.1030867464188
ImO,imo,3,-4.9687734,17.465995744144028,45.316650263157584
