V1 Size
7.88127259922725 1k
7.63003064541927 1k
8.23905402393357 1k
7.52575115076733 1k
7.45009387061465 1k
7.98057770022115 1k
7.09936194756923 1k
7.32744006995183 1k
7.19188672355443 1k
7.72995624388954 1k
7.27856111172614 1k
6.91384864994987 1k
7.7078341641673 1k
7.31744823172503 1k
7.93828279302259 1k
7.01897944403847 1k
7.91471925712732 1k
7.84334002649592 1k
7.70726362145336 1k
7.63412438810084 1k
7.87833001806757 1k
8.37258066220514 1k
7.97517323394885 1k
7.97689570792216 1k
8.10905440821647 1k
6.80826579172731 1k
7.30478667022247 1k
7.99153373826196 1k
7.36736684293044 1k
8.98407787185892 1k
7.09125463971727 1k
6.92484343042683 1k
6.76420769062314 1k
7.04039851877675 1k
7.19127414812045 1k
7.81122848757944 1k
7.81060480351171 1k
8.23498057637513 1k
7.84652710846332 1k
7.14482980150383 1k
8.10658430968908 1k
7.72644283605585 1k
7.40095571846272 1k
7.58099920206589 1k
7.56891772598316 1k
7.39669306460389 1k
7.49561537080205 1k
6.66607065802689 1k
6.98355001641849 1k
7.41457349294501 1k
7.41235130070274 1k
7.27485503652204 1k
6.71752994841831 1k
8.22478869798872 1k
7.42844976016517 1k
7.79040745842033 1k
7.20046407591024 1k
8.08082391722133 1k
8.01261082776179 1k
6.8735961757153 1k
7.54973543865466 1k
7.97223807093925 1k
7.71011368675987 1k
7.38907923270641 1k
7.77902616559765 1k
7.04898969727765 1k
7.05137987344193 1k
7.66164222652713 1k
7.39218997585014 1k
6.18073742563909 1k
7.79850151887648 1k
7.88641638047275 1k
8.47413768480014 1k
7.80973134821857 1k
7.83750077022067 1k
6.87295995983525 1k
8.01021676196001 1k
7.54199617881829 1k
8.93210460274923 1k
7.32599769481677 1k
9.14925533656146 1k
6.39138547670147 1k
7.6750554615474 1k
8.54886101435396 1k
7.11079732673438 1k
7.57084503816845 1k
7.92619924418373 1k
7.13694224797733 1k
6.50804118705317 1k
6.85084622669342 1k
8.10036375315247 1k
7.39902086355596 1k
7.40226353561342 1k
7.51756408683862 1k
7.70744484446042 1k
8.10644835224532 1k
7.01822815781497 1k
6.46752989435963 1k
7.59524204142164 1k
7.30801640252171 1k
7.30500669308297 1k
8.02506297703647 1k
7.74784304222348 1k
7.25238236681982 1k
6.96671421725691 1k
6.87847379661101 1k
8.00717790913174 1k
6.75449269710245 1k
7.23622999835302 1k
6.89662522169532 1k
7.68261993087566 1k
7.31018827382908 1k
7.44132849493878 1k
8.19110350530485 1k
8.19118660827122 1k
7.45470744219265 1k
7.40345689705837 1k
6.85669225943854 1k
6.98672012752731 1k
7.14118636340799 1k
7.38410807625886 1k
6.48423918952996 1k
7.05228886799099 1k
8.20883421376366 1k
6.80588699623253 1k
7.35913519210251 1k
7.11625823168007 1k
6.78243067821404 1k
7.42092141990414 1k
7.69378948863506 1k
7.7483383371035 1k
7.25346469361887 1k
7.2459225755755 1k
7.13661372405515 1k
7.52945785649044 1k
7.64206371288215 1k
8.43955720259653 1k
7.92124313491574 1k
7.92795289500661 1k
7.22299362760403 1k
6.71055568395378 1k
6.48290322442587 1k
7.77307138229211 1k
8.02196651895483 1k
8.49820230457458 1k
7.77552184966822 1k
7.88063862155267 1k
6.73855886593661 1k
7.20338634768261 1k
7.96748139706267 1k
7.64780003507937 1k
7.23393547127525 1k
6.88822703614581 1k
7.61560997626914 1k
7.00330137907521 1k
7.93196704039144 1k
6.13682988103705 1k
7.69895788231942 1k
7.44047461425123 1k
7.13625979511903 1k
8.31283872351198 1k
7.35694814655491 1k
8.26338002662229 1k
7.7756164456126 1k
7.06569924212389 1k
7.86043238358971 1k
7.70464299379461 1k
8.11362815650027 1k
7.04434291130562 1k
8.04248813883655 1k
7.17426281779484 1k
7.22229542858593 1k
7.18873976212613 1k
6.80678134088592 1k
7.22785806280522 1k
8.08213278400141 1k
7.85417938392044 1k
6.97605498462909 1k
6.78784925208083 1k
7.19146162055395 1k
7.34696979265044 1k
6.98810888670666 1k
8.08816925172919 1k
8.0506932230606 1k
8.13535470575333 1k
7.44049731230723 1k
7.19606112304434 1k
7.58614352091721 1k
7.07487416921267 1k
6.98564131245882 1k
7.59879749789269 1k
7.11236511014794 1k
7.5298824041291 1k
7.28487963989571 1k
7.56376402808384 1k
7.32806121960917 1k
6.68507144718271 1k
6.53115429898507 1k
8.23120357586854 1k
7.90615599179692 1k
6.87131739239747 1k
8.39516526853328 1k
8.00347719678844 1k
7.46786027117284 1k
6.9279390225438 1k
7.73812387897814 1k
7.37822520285185 1k
7.59557879602638 1k
7.30044835715847 1k
6.83653553006162 1k
7.71050223609831 1k
7.9228221792266 1k
7.74276809553907 1k
8.14275902361213 1k
6.97025735042601 1k
7.93416460710202 1k
6.65846707922256 1k
7.25876585996039 1k
7.12715423283781 1k
6.64337219721914 1k
8.07393825916777 1k
7.44487164150512 1k
7.76053263970167 1k
7.6816661220065 1k
7.42665271006057 1k
7.31762952099622 1k
8.27375194981375 1k
8.27118633023592 1k
8.1255611857001 1k
7.76061688897093 1k
8.18228298565192 1k
7.51570826512281 1k
8.31309069978705 1k
6.38769737748048 1k
7.8491746044541 1k
7.27092247154942 1k
7.75263141012633 1k
7.81992134645677 1k
7.73911618385615 1k
7.66449173195914 1k
6.3959267419194 1k
6.63085139111842 1k
6.509952812552 1k
7.20829029024742 1k
7.09970372907454 1k
7.99725151436571 1k
7.67035676960534 1k
7.21789309001595 1k
7.68688462566363 1k
6.7675263757334 1k
6.59581075726804 1k
8.02974116005243 1k
6.87644212238332 1k
6.91346001099594 1k
7.25298032773559 1k
7.08875332265787 1k
7.83790524113729 1k
7.30508303945639 1k
7.88378875007266 1k
6.83937467222331 1k
7.54199444416304 1k
7.42820818490239 1k
7.04124677491024 1k
7.45155572838263 1k
7.16976088968841 1k
8.14423001620173 1k
7.3091452939122 1k
7.34434335607154 1k
8.00054706692808 1k
7.84953235544712 1k
7.64194289911316 1k
7.49278427614612 1k
6.85440192371484 1k
8.01186928648237 1k
7.3068015068785 1k
8.35033491947274 1k
7.98016188874807 1k
7.95680560620896 1k
7.57438955578754 1k
6.83162060060465 1k
8.63848194906067 1k
7.2525830124458 1k
6.94789712960706 1k
7.11882361103916 1k
7.22055743481502 1k
6.71293538262987 1k
7.41284809724958 1k
7.53766882809827 1k
6.47885091789799 1k
7.80248941957341 1k
7.72244684878706 1k
7.77698066498778 1k
7.64408573099949 1k
7.057961750099 1k
5.66393103861327 1k
7.85435636385552 1k
8.33551453517368 1k
8.18597924675578 1k
6.72736534032865 1k
7.8936397275682 1k
6.58059628424072 1k
7.33525659352607 1k
7.05416357433834 1k
6.98833917003956 1k
8.34606779304974 1k
6.85668278005804 1k
6.92422261093075 1k
7.51509673335925 1k
8.26271218709263 1k
6.23857576152952 1k
8.04910958255173 1k
6.83497480780649 1k
7.32088943175344 1k
7.10962645793283 1k
7.3164474263565 1k
6.56748744772731 1k
7.27678724240793 1k
8.34123468306318 1k
6.88812864630954 1k
7.44792296697389 1k
6.63167852497819 1k
7.57042312230082 1k
7.91512116872451 1k
7.4295509067434 1k
7.13716430748354 1k
7.31390573106431 1k
7.07618699173789 1k
7.3723010525701 1k
8.33531781451199 1k
8.15184506676888 1k
8.03243611026806 1k
7.60898748472433 1k
8.63207087846821 1k
6.81738639836301 1k
6.84111620123345 1k
6.69822965054669 1k
7.11392720504318 1k
7.3474651990409 1k
7.95546603829856 1k
7.67976735502523 1k
6.74313340209792 1k
7.02468998256426 1k
7.50932294822717 1k
8.90882017693947 1k
6.5318962960985 1k
7.3995450425654 1k
6.46492840118833 1k
7.28133053882158 1k
8.03528454729156 1k
7.64181606193515 1k
7.98406907328977 1k
6.31311913542026 1k
6.53240797145936 1k
7.27326995200844 1k
8.78351336771491 1k
7.65898029629583 1k
7.76489885849428 1k
7.16657745577274 1k
7.38341686047355 1k
7.23989494423164 1k
8.20161325703683 1k
6.61164608833805 1k
7.77833522656277 1k
7.65117167084308 1k
7.64018452010766 1k
8.4708448438211 1k
8.21188720761551 1k
7.66655346656465 1k
8.16187691566395 1k
6.86154769101047 1k
7.6013002222571 1k
6.97257759153244 1k
7.18196966377934 1k
8.75824994198288 1k
7.5016289796113 1k
6.98768932293672 1k
6.56802252049369 1k
7.381097081597 1k
7.23361636448316 1k
7.72663260408907 1k
6.98679750152389 1k
7.24855575072464 1k
7.84604901857065 1k
7.45133100607644 1k
7.94790865427164 1k
7.59399007747078 1k
7.62936500198632 1k
7.93805309387308 1k
8.05995997797476 1k
7.49776247375018 1k
8.10251384653562 1k
7.48435629831386 1k
6.93604849652586 1k
7.39729423666782 1k
7.09173187048916 1k
7.98265523616983 1k
8.47324946003023 1k
7.41595837494473 1k
7.41383443112048 1k
7.54764674998699 1k
7.37123795212356 1k
8.184623909289 1k
7.37495298052852 1k
7.91223758315696 1k
7.30723752121808 1k
7.55847642053984 1k
7.67941853700124 1k
7.93662535366453 1k
7.49702778525277 1k
7.34781787340399 1k
7.74831965732295 1k
7.48248134235494 1k
7.32778863516524 1k
6.14135926384615 1k
7.63221942044013 1k
8.49021345419334 1k
7.82903737208276 1k
7.67902288337428 1k
7.69800718797281 1k
7.14373221166592 1k
8.19927273823527 1k
6.88591162342573 1k
7.77978600760171 1k
7.74548104512656 1k
6.80797499804136 1k
7.36143584156232 1k
7.2645732031175 1k
7.10893513077974 1k
7.52152368827389 1k
7.76708627735337 1k
7.65959186230531 1k
6.7597077968034 1k
7.85414916200437 1k
7.54935817974809 1k
8.30191854885198 1k
8.20366626087923 1k
6.89109526085511 1k
7.6989276470063 1k
8.29337731775355 1k
6.85120378611685 1k
8.11096149704148 1k
8.01158226686849 1k
6.93612838809777 1k
7.55768821556551 1k
6.93894278288688 1k
7.8912247068366 1k
7.47948849775193 1k
7.5905125069466 1k
7.88560191150285 1k
7.51992027264079 1k
8.08482785656969 1k
7.49914278072708 1k
7.79448340331022 1k
7.59664751668173 1k
8.02866883589332 1k
7.69095122883488 1k
6.51236039529126 1k
7.37390060185446 1k
7.60044615132464 1k
7.98638648676984 1k
7.44422306054437 1k
7.32086960208173 1k
7.98233103444289 1k
7.56413700773436 1k
7.172427735328 1k
6.99907605840438 1k
7.63765432183763 1k
7.45134154990911 1k
7.80182800435981 1k
8.33472354294892 1k
7.04906620535515 1k
6.70191090938407 1k
7.33652943555363 1k
7.35402282642253 1k
7.43151249812088 1k
7.81001114727754 1k
8.17138895269148 1k
7.99174599839049 1k
7.54061848199081 1k
7.19589783175735 1k
7.1229943681229 1k
8.28499279758475 1k
7.77710220348178 1k
8.06168689773852 2k
8.04008924824358 2k
8.83156029692706 2k
7.64198999302781 2k
7.84644757448501 2k
7.7579353865209 2k
8.14016297120827 2k
7.44904982937922 2k
8.5258468143567 2k
8.69349066711955 2k
7.71691906687892 2k
7.98069469532855 2k
8.00410953415045 2k
8.0638788982328 2k
8.59142965436003 2k
7.892573621127 2k
8.16057537463847 2k
8.13258152219465 2k
8.00936529218055 2k
8.28607898250011 2k
8.23833554143312 2k
7.99095722046652 2k
7.84271037269839 2k
8.04054794620244 2k
7.94540025011232 2k
7.94258856754686 2k
7.78754445747126 2k
7.65124023349533 2k
7.22261161636779 2k
8.09294304087954 2k
7.95499990440933 2k
8.68277990449634 2k
7.94126827785004 2k
7.69550775726681 2k
8.36931199253826 2k
8.24759183293974 2k
7.62792717139056 2k
7.188482965119 2k
6.98280048022459 2k
7.71464152573675 2k
8.11473660296938 2k
7.63380999269523 2k
8.63859056217042 2k
8.13503333284032 2k
7.92388131541414 2k
7.98304005820741 2k
8.50984493076698 2k
7.4808012402183 2k
7.48729408618932 2k
7.81019758539935 2k
7.11305249073335 2k
7.70769447771356 2k
7.80423632457476 2k
7.94724244200716 2k
8.23310395282274 2k
7.60025356623615 2k
7.99602933454026 2k
7.43780932469732 2k
8.01153073177953 2k
9.16295501090433 2k
8.0308323859102 2k
8.12992549204029 2k
7.94371567163311 2k
7.91524359087444 2k
7.5814564223358 2k
8.1427169653681 2k
6.89598075772603 2k
7.84238154935292 2k
7.99118335496525 2k
8.35459162512308 2k
8.19045034876405 2k
7.94819000501298 2k
8.42515473775536 2k
8.33222008762467 2k
8.0368976957805 2k
8.25295305431601 2k
7.92057744394254 2k
7.89407946182604 2k
7.82415406507897 2k
8.01823984637975 2k
7.44332561151851 2k
7.31231259060334 2k
8.10750240035608 2k
8.19985798808712 2k
8.5035671596141 2k
7.66030795118872 2k
8.45541093486243 2k
7.57402578682535 2k
7.82588646570489 2k
7.60631939463082 2k
8.17676246077781 2k
7.72441571905758 2k
7.57774678815551 2k
8.33008201622521 2k
7.38738186499921 2k
7.88310926745586 2k
7.97978179914429 2k
7.96639455583701 2k
7.63774871124976 2k
7.79280323033417 2k
7.90631598931318 2k
8.50757710288149 2k
7.42501373885583 2k
8.14863450630848 2k
8.1800129094777 2k
8.06111820806155 2k
8.36544859709545 2k
8.80883254359405 2k
8.35289106676334 2k
8.05308628124862 2k
7.47259842436643 2k
7.41544327205863 2k
7.94006216389483 2k
7.76483742628962 2k
7.32301099456904 2k
8.09920347528218 2k
8.11971629972269 2k
8.2736276848802 2k
7.77151850694199 2k
7.84285780833834 2k
7.69508484368391 2k
8.06826025773071 2k
8.49456158364593 2k
7.33602714169124 2k
7.86682502087329 2k
8.36618433972716 2k
7.56573669702714 2k
7.75697859649317 2k
7.65402732686898 2k
6.98226075087601 2k
7.67794253163133 2k
7.53428808457726 2k
7.30074842182501 2k
7.90739952405838 2k
8.0657269220793 2k
7.09049748669744 2k
8.05515086035387 2k
7.84274504691119 2k
8.48989828970901 2k
8.10520180282448 2k
8.69478536949773 2k
7.53320630174671 2k
8.08796086599037 2k
7.62971938080463 2k
8.52626672993132 2k
8.57682776837668 2k
7.87328176905415 2k
8.18130730558177 2k
8.387781396542 2k
7.42974511309043 2k
7.5982433012774 2k
8.459518320327 2k
7.54684955729569 2k
7.73928433727863 2k
7.22993101462111 2k
8.09077989356043 2k
7.996124436218 2k
8.27770847818315 2k
7.50157899060088 2k
7.22332883043709 2k
8.18373811201911 2k
7.53211550250306 2k
7.48439384660798 2k
7.54948688599874 2k
8.06095827262669 2k
8.68490842826011 2k
7.98473649098282 2k
8.05082182620773 2k
8.08545888373842 2k
7.68919834262135 2k
8.1087528234536 2k
6.76097748841025 2k
8.05329899802049 2k
8.07124251603283 2k
7.82314869191904 2k
7.85067601970343 2k
8.45457586357579 2k
7.69833107034738 2k
7.95750394905385 2k
8.07848359752058 2k
7.14568337660402 2k
7.88964629303159 2k
7.91502585756731 2k
8.34646710831952 2k
8.47632761394422 2k
7.8752129162726 2k
8.06522971890278 2k
8.20164826778738 2k
7.42876184099372 2k
8.197860448248 2k
8.14593477676714 2k
7.92696411108706 2k
7.59178534490427 2k
7.59820445360875 2k
8.03559915772568 2k
7.88239587804958 2k
8.22464061771065 2k
7.95979066802659 2k
7.7528317861465 2k
8.19940566422475 2k
8.20386521973499 2k
8.34711140762435 2k
8.36966399050282 2k
7.99026131032974 2k
8.38803838878844 2k
7.87216844001206 2k
8.16611551348192 2k
8.2956769578099 2k
8.2603137327569 2k
8.78197237204997 2k
7.6371938601521 2k
7.99136725143309 2k
7.9468510973474 2k
8.19172384334948 2k
8.2241783190486 2k
7.37829552866833 2k
7.78912680074262 2k
7.69192678141611 2k
7.22685080858003 2k
8.36710873329645 2k
8.24954540840042 2k
7.80800497589558 2k
7.97263866739707 2k
8.1461601602207 2k
8.56902804866517 2k
8.07313977803467 2k
8.12926414769878 2k
8.39086503894752 2k
8.06577073056757 2k
8.17308373054836 2k
8.77177195860701 2k
7.77739383110885 2k
7.66750602981672 2k
7.34352479593216 2k
7.32112786795977 2k
7.98025683664409 2k
7.69330085141318 2k
7.85975942109332 2k
8.23061912396938 2k
7.62436520418773 2k
8.47457303427678 2k
8.06237846762057 2k
8.11144993563609 2k
8.24939382462822 2k
7.7480261751017 2k
8.46808779241712 2k
8.02650534671437 2k
7.78221332855488 2k
7.94536908593495 2k
8.31358268418945 2k
8.82413966580403 2k
7.72210502954115 2k
8.25012916214132 2k
7.37912338113621 2k
8.16503651308407 2k
7.75109290461984 2k
8.29308396581614 2k
7.47920854432254 2k
8.05986406385817 2k
8.92683154365201 2k
8.04447242606922 2k
8.15700112284049 2k
7.94237076250483 2k
7.56925447986718 2k
7.69648107641324 2k
7.83447330485193 2k
7.11668963055096 2k
7.71984955807489 2k
7.97136167027823 2k
8.496658311231 2k
7.37917873362629 2k
