item,logprob
anE,-3.5094727999999997
Aea,-4.3161948
OrA,-3.5718088
irE,-3.8662818
Eku,-4.2320858
atU,-3.5874418
hiA,-3.0773388
Imo,-4.650971800000001
omO,-4.0807497999999995
wAi,-3.2373678
IwE,-4.521722799999999
atE,-3.6878027999999996
ikU,-4.386829799999999
epA,-4.2820728
ANU,-4.1884488
awi,-4.5736778000000005
peu,-4.0818718
ANA,-2.9808048
Oru,-3.6830268
AhE,-3.7022048
NOu,-4.069627799999999
Ure,-3.5956487999999998
OhI,-3.2579738
aiE,-4.404688800000001
upU,-4.303250800000001
OfI,-5.0625278
enu,-4.0701388000000005
Opu,-4.3726108
iao,-4.756370799999999
Uni,-3.6818888
Ihe,-4.113433799999999
Ine,-3.4135107999999996
nia,-3.4005828
Ahe,-3.7022048
une,-3.8762458
uaA,-5.369735800000001
huI,-3.6287568
Ane,-3.5094727999999997
mIi,-4.5974898
Ihu,-4.361634799999999
OhE,-3.6138638000000003
Oni,-3.9777767999999996
ihU,-4.361634799999999
EhE,-3.5132288
kAu,-2.6838788
Apa,-3.5554438000000004
otU,-3.9380348
IwA,-3.6503447999999996
Awa,-3.2923268
etA,-3.8403258
reU,-4.072710799999999
oau,-4.9612777999999995
ImO,-4.650971800000001
epo,-4.7758248000000005
ONU,-5.143162800000001
One,-3.9110108
iAu,-4.970857799999999
kaO,-3.1771358
Iwe,-4.521722799999999
Aeo,-5.9773628
Ofa,-4.776543800000001
UkE,-3.4922777999999997
ApU,-3.6264448000000002
aii,-5.2479008
owA,-4.645336800000001
IkA,-3.7394988000000002
Aue,-4.7621748
orE,-3.2983898000000003
upO,-4.6242898
Amo,-4.035885800000001
uno,-4.527810799999999
OpO,-4.3377798
enI,-4.1305718
nue,-4.8592198
epE,-4.6190528
feu,-4.2673448
Owi,-5.2874958
etI,-3.5585058000000003
Ire,-3.8662818
tOA,-3.3435658
AhU,-3.2372937999999998
eme,-4.647873799999999
erU,-3.9426788
IwI,-4.0111358
unO,-4.527810799999999
fAo,-3.3770238000000004
oeA,-4.3387367999999995
uii,-5.5215668
aiO,-4.2092078
inE,-3.4135107999999996
Ira,-3.6407938000000004
upi,-4.444017799999999
epi,-4.6201448
OmO,-4.0807497999999995
Noa,-3.9874617999999997
Oua,-4.3620348
ahO,-3.8937088
nOi,-3.4726528
eNu,-4.7724198
tAe,-3.2154768
ome,-4.3415067999999994
paI,-3.0081508
nAi,-3.6377137999999998
UpA,-4.253220799999999
eNU,-4.7724198
kEa,-2.9740938
puA,-2.5829708
eaa,-5.6383498
opo,-4.3377798
AwE,-3.7129318000000002
awE,-3.7129318000000002
oNu,-5.143162800000001
auA,-3.4035547999999998
ItI,-3.4748638
unA,-3.3056658000000003
tUa,-2.7230548
InI,-3.2866858000000003
UrA,-3.6389358
ONO,-4.6270398
OtI,-3.6332467999999998
ofi,-5.0625278
Ome,-4.3415067999999994
Awi,-4.5736778000000005
ENe,-4.2745748
kiO,-3.6004058000000003
ItU,-4.1693017999999995
aiu,-4.663838800000001
Eka,-3.7273438000000003
aNU,-4.1884488
pAu,-3.3225588
AkE,-3.4173798000000004
Eko,-4.077296799999999
irU,-4.3123238
ire,-3.8662818
uko,-4.1047478
kIi,-4.3620728
mie,-4.372082799999999
Ero,-3.9401568
rOi,-3.1766668
iwA,-3.6503447999999996
iwI,-4.0111358
eoA,-5.5412588
uNi,-4.9317177999999995
tEa,-2.8546098
Iwi,-4.0111358
epu,-4.5465018
eha,-3.7793088000000004
IkI,-3.5225758
uti,-3.7836968
koA,-3.3187368000000004
imA,-4.3456758
enA,-3.7982168
iwe,-4.521722799999999
upE,-4.5418498
irI,-3.3569428
ape,-4.0597058
Afu,-5.0982348
ErE,-3.3178198
etO,-4.2845218
IrI,-3.3569428
tiU,-3.8028738
Otu,-3.9380348
ekA,-3.7273438000000003
pie,-4.4631398
UNu,-5.1921248
kOi,-3.2739118
oae,-5.4564348
Ohe,-3.6138638000000003
pUa,-2.5829708
epO,-4.7758248000000005
OhO,-3.5879157999999998
rIi,-4.454532800000001
kOu,-3.0834248
eae,-5.6120848
orO,-3.2086328
uhE,-4.086111799999999
oeo,-5.9470638000000005
etE,-3.7310798000000003
uNu,-5.1921248
Upu,-4.303250800000001
eto,-4.2845218
AwI,-4.5736778000000005
AkU,-3.6187077999999997
ipi,-4.3637868
taI,-2.7733378
Ano,-3.8451337999999997
ume,-3.9135177999999997
OkO,-3.6136937999999996
uae,-4.665043799999999
onO,-3.7606658000000004
emu,-4.590317799999999
ihE,-4.113433799999999
aNu,-4.1884488
eaA,-5.6383498
Ini,-3.2866858000000003
otA,-3.7160188
keA,-2.9740938
apI,-3.7095277999999996
