item,logprob
anE,-3.6024391000000002
Aea,-4.3047930999999995
OrA,-3.5984941000000004
irE,-3.7690441
Eku,-4.4572151
atU,-3.4824151000000003
hiA,-3.2741251
Imo,-4.485302099999999
omO,-4.2305201
wAi,-3.0120251000000002
IwE,-4.3448521
atE,-3.7142481000000003
ikU,-4.1512861
epA,-4.2576700999999995
ANU,-4.3245881
awi,-4.2715841
peu,-3.9252501
ANA,-3.0865051
Oru,-3.6874181
AhE,-3.9724561
NOu,-4.235734099999999
Ure,-3.3819890999999997
OhI,-3.3290010999999997
aiE,-4.8300791
upU,-4.0808271
OfI,-4.7812541
enu,-4.1584851
Opu,-4.2732871
iao,-4.5767101
Uni,-3.6245091000000005
Ihe,-4.0850541
Ine,-3.3116920999999997
nia,-3.3971301000000005
Ahe,-3.9724561
une,-3.8730521
uaA,-5.0630831
huI,-3.4610800999999998
Ane,-3.6024391000000002
mIi,-4.4029720999999995
Ihu,-4.093616099999999
OhE,-3.7678881
Oni,-3.9875481
ihU,-4.093616099999999
EhE,-3.6125101
kAu,-2.6171321
Apa,-3.5164271
otU,-3.8585401000000004
IwA,-3.5706291
Awa,-3.2619231
etA,-4.0609991
reU,-3.6797841000000004
oau,-4.650493099999999
ImO,-4.485302099999999
epo,-4.567107099999999
ONU,-5.093953099999999
One,-3.9426301
iAu,-4.6988781
kaO,-3.0686401
Iwe,-4.3448521
Aeo,-5.6488741
Ofa,-4.665019099999999
UkE,-3.6990401
ApU,-3.5596080999999997
aii,-5.0431291
owA,-4.4183680999999995
IkA,-3.6187261000000004
Aue,-4.6693321
orE,-3.2929741
upO,-4.3771021
Amo,-3.8785431000000004
uno,-4.3920461
OpO,-4.3251851
enI,-4.1012930999999995
nue,-4.8464931
epE,-4.484050099999999
feu,-4.1235811
Owi,-5.0015091
etI,-3.8814490999999998
Ire,-3.7690441
tOA,-3.2396051000000003
AhU,-3.3258201
eme,-4.7681800999999995
erU,-4.0663580999999995
IwI,-3.7517491
unO,-4.3920461
fAo,-3.7448051
oeA,-5.015497099999999
uii,-5.2423961
aiO,-4.5437761
inE,-3.3116920999999997
Ira,-3.5482551
upi,-4.4227761
epi,-4.5029870999999995
OmO,-4.2305201
Noa,-4.2860881
Oua,-4.1299950999999995
ahO,-3.8037201
nOi,-3.7889661
eNu,-5.2585631
tAe,-3.3409340999999997
ome,-4.8295651
paI,-2.9074131000000003
nAi,-3.4860741
UpA,-4.1973560999999995
eNU,-5.2585631
kEa,-3.0944241000000003
puA,-2.5915281
eaa,-5.4817921
opo,-4.3251851
AwE,-3.4460591
awE,-3.4460591
oNu,-5.093953099999999
auA,-3.2998141000000003
ItI,-3.2687051
unA,-3.2478671
tUa,-2.7690941000000002
InI,-3.1760041
UrA,-3.4938541000000005
ONO,-4.7350691
OtI,-3.4347301
ofi,-4.7812541
Ome,-4.8295651
Awi,-4.2715841
ENe,-5.3689981
kiO,-3.3829731000000005
ItU,-3.9844570999999998
aiu,-4.520098099999999
Eka,-3.7473081
aNU,-4.3245881
pAu,-3.1234321
AkE,-3.3407041000000004
Eko,-4.095974099999999
irU,-4.2784191
ire,-3.7690441
uko,-4.039408099999999
kIi,-4.1017081
mie,-4.1661820999999994
Ero,-3.8514721
rOi,-3.2042881000000003
iwA,-3.5706291
iwI,-3.7517491
eoA,-5.465776099999999
uNi,-4.9735821
tEa,-2.9055261000000003
Iwi,-3.7517491
epu,-4.3560221
eha,-3.7912281
IkI,-3.4475731
uti,-3.7199941000000005
koA,-3.2703271000000003
imA,-4.112812099999999
enA,-3.6754001000000005
iwe,-4.3448521
upE,-4.351476099999999
irI,-3.2604401000000003
ape,-3.8210121000000004
Afu,-5.162312099999999
ErE,-3.4381410999999997
etO,-4.4584471
IrI,-3.2604401000000003
tiU,-3.5768621
Otu,-3.8585401000000004
ekA,-3.7473081
pie,-4.1579231
UNu,-5.3270751
kOi,-3.1854571000000003
oae,-5.233231099999999
Ohe,-3.7678881
pUa,-2.5915281
epO,-4.567107099999999
OhO,-3.5753410999999997
rIi,-4.2324131
kOu,-3.0281751000000003
eae,-5.599290099999999
orO,-3.1839551
uhE,-4.2898041
oeo,-5.7916031
etE,-4.206543099999999
uNu,-5.3270751
Upu,-4.0808271
eto,-4.4584471
AwI,-4.2715841
AkU,-3.4922751
ipi,-4.1777631
taI,-2.7368831
Ano,-3.6074001
ume,-3.8419751000000004
OkO,-3.4224451000000005
uae,-5.0093111
onO,-3.5485061000000004
emu,-4.4342761
ihE,-4.0850541
aNu,-4.3245881
eaA,-5.4817921
Ini,-3.1760041
otA,-3.5947331000000005
keA,-3.0944241000000003
apI,-3.5930571
Iro,-3.5892071
Imi,-4.3190471
pEi,-3.5154901000000005
Oio,-5.3020191
Onu,-3.8366991
Ino,-3.4826661
ahE,-3.9724561
NAo,-4.023370099999999
Eru,-4.0663580999999995
OnI,-3.9875481
Etu,-4.3140731
afu,-5.162312099999999
rAu,-2.9550591
hAo,-3.2437091000000002
aie,-4.8300791
Ore,-3.2929741
aAe,-5.8147021
Ani,-3.4408701
ahU,-3.3258201
ItO,-3.9943491000000004
unE,-3.8730521
pEa,-3.1794311
hAe,-3.2913681
Epo,-4.567107099999999
OnE,-3.9426301
teU,-3.8758691000000005
ENi,-4.4615431
OwA,-4.4183680999999995
heA,-2.8651051
