item,logprob
anE,-3.4978166
Aea,-4.2269036
OrA,-3.5702226
irE,-3.7634426000000003
Eku,-4.5471786000000005
atU,-3.5400016
hiA,-3.3605266
Imo,-4.4584036000000005
omO,-4.3094936
wAi,-3.0720356
IwE,-4.4463176
atE,-3.7687565999999997
ikU,-4.2642246
epA,-4.3333636
ANU,-4.4966806
awi,-4.3780566
peu,-4.0752806
ANA,-3.1228216
Oru,-3.7704506
AhE,-3.8505846000000004
NOu,-4.0885566
Ure,-3.4658206
OhI,-3.3319246
aiE,-4.7738156
upU,-4.2215576
OfI,-4.7886146
enu,-4.1367936
Opu,-4.4124516
iao,-4.7373466
Uni,-3.6433956
Ihe,-3.9627036
Ine,-3.2923696
nia,-3.3585256
Ahe,-3.8505846000000004
une,-3.9338786
uaA,-5.1905596
huI,-3.5276246
Ane,-3.4978166
mIi,-4.4879946
Ihu,-4.2261406
OhE,-3.6845096
Oni,-3.8226736
ihU,-4.2261406
EhE,-3.5812066
kAu,-2.6363236
Apa,-3.6077696
otU,-3.9058406000000003
IwA,-3.5834516
Awa,-3.2769376
etA,-3.8956125999999998
reU,-3.8020506000000003
oau,-4.8037616000000005
ImO,-4.4584036000000005
epo,-4.7133356
ONU,-5.1867406
One,-3.9329256
iAu,-4.8199736
kaO,-3.1844886
Iwe,-4.4463176
Aeo,-5.7812786
Ofa,-4.6101886
UkE,-3.4802366000000005
ApU,-3.6153506
aii,-5.0417976
owA,-4.4712276
IkA,-3.6648546
Aue,-4.7892446
orE,-3.2843656
upO,-4.5034636
Amo,-3.9608266
uno,-4.4921866
OpO,-4.4521626
enI,-4.0862416
nue,-4.7985936
epE,-4.6427616
feu,-4.2427076
Owi,-5.0935846
etI,-3.5861935999999996
Ire,-3.7634426000000003
tOA,-3.2930716
AhU,-3.2868606
eme,-4.7733246000000005
erU,-4.0101616
IwI,-3.8756855999999997
unO,-4.4921866
fAo,-3.2719686
oeA,-5.0280856
uii,-5.3258326
aiO,-4.1131526
inE,-3.2923696
Ira,-3.6333246
upi,-4.5218616
epi,-4.6099146
OmO,-4.3094936
Noa,-4.0847936
Oua,-4.2381226000000005
ahO,-3.8060986000000003
nOi,-3.8780045999999997
eNu,-4.8123826
tAe,-3.1182956
ome,-4.7935746
paI,-3.0257556
nAi,-3.6120396
UpA,-4.2203116000000005
eNU,-4.8123826
kEa,-3.0880946000000002
puA,-2.6169856
eaa,-5.6643676
opo,-4.4521626
AwE,-3.5704366
awE,-3.5704366
oNu,-5.1867406
auA,-3.3960306000000005
ItI,-3.3482496
unA,-3.2959796
tUa,-2.7711496
InI,-3.1823546
UrA,-3.5867246
ONO,-4.8114766
OtI,-3.5329325999999996
ofi,-4.7886146
Ome,-4.7935746
Awi,-4.3780566
ENe,-4.8423026
kiO,-3.4461086000000005
ItU,-4.0873286
aiu,-4.4695996000000004
Eka,-3.6896535999999998
aNU,-4.4966806
pAu,-3.2025046
AkE,-3.3668966000000005
Eko,-4.0293306
irU,-4.3585906
ire,-3.7634426000000003
uko,-3.9726196
kIi,-4.1846606
mie,-4.3244496
Ero,-3.9024776
rOi,-3.2624056
iwA,-3.5834516
iwI,-3.8756855999999997
eoA,-5.6283336
uNi,-5.0781126
tEa,-2.9861956000000003
Iwi,-3.8756855999999997
epu,-4.5340756
eha,-3.8225986
IkI,-3.4745086
uti,-3.8144685999999997
koA,-3.2568786000000003
imA,-4.1462146
enA,-3.6772196
iwe,-4.4463176
upE,-4.4702346
irI,-3.3293906
ape,-3.9737536
Afu,-5.0766086
ErE,-3.3331556000000004
etO,-4.3952326
IrI,-3.3293906
tiU,-3.7532266000000005
Otu,-3.9058406000000003
ekA,-3.6896535999999998
pie,-4.2767136
UNu,-5.3857686000000005
kOi,-3.2362906000000002
oae,-5.2671596
Ohe,-3.6845096
pUa,-2.6169856
epO,-4.7133356
OhO,-3.6033706
rIi,-4.2888036000000005
kOu,-3.0933546
eae,-5.6698256
orO,-3.2427876
uhE,-4.2807866
oeo,-5.8842776
etE,-3.9135536
uNu,-5.3857686000000005
Upu,-4.2215576
eto,-4.3952326
AwI,-4.3780566
AkU,-3.6086755999999998
ipi,-4.2223026
taI,-2.7793416
Ano,-3.6824586000000004
ume,-3.9655356
OkO,-3.4474755999999998
uae,-4.4993626
onO,-3.6108796000000005
emu,-4.5533106
ihE,-3.9627036
aNu,-4.4966806
eaA,-5.6643676
