item,logprob
anE,-4.095424
Aea,-5.016272
OrA,-4.021834
irE,-4.526402
Eku,-5.233788
atU,-4.135594
hiA,-2.361718
Imo,-5.338211
omO,-5.233561
wAi,-3.091283
IwE,-5.053422
atE,-4.186349
ikU,-4.80648
epA,-4.778579
ANU,-5.173102
awi,-4.505195
peu,-5.588364
ANA,-3.420539
Oru,-4.248019
AhE,-3.986219
NOu,-4.788368
Ure,-3.891157
OhI,-3.921776
aiE,-5.744619
upU,-4.765909
OfI,-4.866807
enu,-4.639152
Opu,-4.671244
iao,-6.154411
Uni,-4.421136
Ihe,-4.557534
Ine,-3.94814
nia,-3.792708
Ahe,-3.986219
une,-4.405675
uaA,-6.167918
huI,-3.66494
Ane,-4.095424
mIi,-6.875039
Ihu,-4.778157
OhE,-4.078648
Oni,-4.255618
ihU,-4.778157
EhE,-4.472229
kAu,-3.180109
Apa,-3.857577
otU,-5.076687
IwA,-4.227655
Awa,-3.777329
etA,-5.066379
reU,-4.816255
oau,-6.225899
ImO,-5.338211
epo,-5.381247
ONU,-6.028492
One,-4.367589
iAu,-6.720621
kaO,-3.427367
Iwe,-5.053422
Aeo,-6.309096
Ofa,-5.448825
UkE,-4.35969
ApU,-4.18823
aii,-6.943371
owA,-4.615294
IkA,-4.576506
Aue,-4.819962
orE,-3.662328
upO,-5.045668
Amo,-4.454912
uno,-4.981467
OpO,-4.88681
enI,-5.029123
nue,-6.205785
epE,-4.834273
feu,-4.274465
Owi,-5.27927
etI,-4.659299
Ire,-4.526402
tOA,-3.260361
AhU,-3.714165
eme,-5.200993
erU,-5.154065
IwI,-4.44404
unO,-4.981467
fAo,-3.482628
oeA,-5.712692
uii,-8.139617
aiO,-5.223354
inE,-3.94814
Ira,-4.173804
upi,-5.37996
epi,-5.518447
OmO,-5.233561
Noa,-4.26801
Oua,-4.879168
ahO,-4.06113
nOi,-4.440712
eNu,-5.586271
tAe,-3.460724
ome,-5.53891
paI,-3.351561
nAi,-4.574198
UpA,-4.572164
eNU,-5.586271
kEa,-3.618456
puA,-2.81408
eaa,-8.077036
opo,-4.88681
AwE,-4.181126
awE,-4.181126
oNu,-6.028492
auA,-3.653243
ItI,-4.569549
unA,-3.748584
tUa,-2.551997
InI,-3.778706
UrA,-3.801655
ONO,-4.808167
OtI,-4.621221
ofi,-4.866807
