item,logprob
anE,-3.964423
Aea,-5.260343
OrA,-3.804937
irE,-4.43902
Eku,-4.696859
atU,-3.866919
hiA,-2.375611
Imo,-6.269716
omO,-4.738483
wAi,-2.850179
IwE,-4.908572
atE,-4.060149
ikU,-5.176602
epA,-5.467963
ANU,-5.476067
awi,-4.876282
peu,-4.887976
ANA,-3.710681
Oru,-4.080695
AhE,-3.944968
NOu,-5.004532
Ure,-3.888009
OhI,-3.598713
aiE,-5.876772
upU,-4.750344
OfI,-5.66754
enu,-4.814972
Opu,-4.823351
iao,-5.54916
Uni,-4.301069
Ihe,-4.840645
Ine,-3.754012
nia,-3.580858
Ahe,-3.944968
une,-4.677925
uaA,-6.867444
huI,-3.215325
Ane,-3.964423
mIi,-5.635996
Ihu,-4.77004
OhE,-4.299375
Oni,-4.610815
ihU,-4.77004
EhE,-4.006233
kAu,-2.908648
Apa,-3.873054
otU,-4.50917
IwA,-4.137251
Awa,-3.310443
etA,-4.666227
reU,-4.868511
oau,-5.77997
ImO,-6.269716
epo,-6.052906
ONU,-6.94654
One,-4.099226
iAu,-5.992566
kaO,-3.307899
Iwe,-4.908572
Aeo,-6.885108
Ofa,-6.108276
UkE,-4.386333
ApU,-3.785937
aii,-6.475332
owA,-5.786088
IkA,-4.956473
Aue,-4.809743
orE,-3.608055
upO,-5.135617
Amo,-4.444727
uno,-5.381277
OpO,-5.220824
enI,-5.03001
nue,-5.493008
epE,-5.733035
feu,-5.254388
Owi,-6.450211
etI,-4.147861
Ire,-4.43902
tOA,-3.674238
AhU,-3.63186
eme,-5.574081
erU,-5.150661
IwI,-4.125997
unO,-5.381277
fAo,-3.446954
oeA,-4.855132
uii,-6.61534
aiO,-5.176039
inE,-3.754012
Ira,-3.89812
upi,-5.598002
epi,-6.119176
OmO,-4.738483
Noa,-4.000065
Oua,-4.833404
ahO,-4.00363
nOi,-4.528092
eNu,-6.34713
tAe,-3.329694
ome,-5.909711
paI,-2.979776
nAi,-4.298692
UpA,-4.826254
eNU,-6.34713
kEa,-3.782811
puA,-2.771019
eaa,-7.971229
opo,-5.220824
AwE,-3.928857
awE,-3.928857
oNu,-6.94654
auA,-3.775293
ItI,-4.054902
unA,-3.618201
tUa,-2.593021
InI,-3.581072
UrA,-3.562435
ONO,-4.602192
OtI,-3.840297
ofi,-5.66754
Ome,-5.909711
Awi,-4.876282
ENe,-6.733621
kiO,-4.271915
ItU,-4.842559
aiu,-5.607132
Eka,-4.473724
aNU,-5.476067
pAu,-3.205147
AkE,-3.857712
Eko,-4.804556
irU,-4.684227
ire,-4.43902
uko,-4.989714
kIi,-5.492664
mie,-5.037436
Ero,-4.420036
rOi,-3.968349
iwA,-4.137251
iwI,-4.125997
eoA,-6.293993
uNi,-4.609311
tEa,-2.859149
Iwi,-4.125997
epu,-5.494287
eha,-4.671989
IkI,-4.349968
uti,-3.955912
koA,-3.049392
imA,-5.281569
enA,-4.147153
iwe,-4.908572
upE,-5.156355
irI,-3.455134
ape,-4.499234
Afu,-7.155478
ErE,-3.86428
etO,-5.402563
IrI,-3.455134
tiU,-4.557442
Otu,-4.50917
ekA,-4.473724
pie,-5.055991
UNu,-5.509187
kOi,-3.09151
oae,-6.236245
Ohe,-4.299375
pUa,-2.771019
epO,-6.052906
