item,logprob
anE,-3.645204
Aea,-4.340877
OrA,-3.730072
irE,-3.963399
Eku,-5.03218
atU,-3.554583
hiA,-3.328261
Imo,-5.706774
omO,-4.507125
wAi,-3.030871
IwE,-4.654576
atE,-3.799325
ikU,-4.532366
epA,-4.793988
ANU,-4.375841
awi,-4.375151
peu,-4.02895
ANA,-3.11606
Oru,-3.773554
AhE,-4.115722
NOu,-4.299813
Ure,-3.441087
OhI,-3.381423
aiE,-5.000119
upU,-4.336286
OfI,-6.414901
enu,-4.214044
Opu,-4.835424
iao,-4.662779
Uni,-3.66199
Ihe,-4.26918
Ine,-3.331943
nia,-3.42402
Ahe,-4.115722
une,-3.939901
uaA,-6.088373
huI,-3.512368
Ane,-3.645204
mIi,-5.057165
Ihu,-4.375901
OhE,-3.838473
Oni,-4.08441
ihU,-4.375901
EhE,-3.645103
kAu,-2.632151
Apa,-3.623396
otU,-4.020472
IwA,-3.643103
Awa,-3.297931
etA,-4.547736
reU,-3.806211
oau,-4.963717
ImO,-5.706774
epo,-5.1815
ONU,-5.45015
One,-4.02644
iAu,-5.252291
kaO,-3.114763
Iwe,-4.654576
Aeo,-5.932532
Ofa,-6.408499
UkE,-3.782866
ApU,-3.637476
aii,-5.748294
owA,-6.026991
IkA,-3.838279
Aue,-4.851375
orE,-3.342917
upO,-4.867295
Amo,-4.00058
uno,-4.676215
OpO,-4.756009
enI,-4.18698
nue,-5.228925
epE,-4.836282
feu,-4.188995
Owi,-6.58817
etI,-4.082485
Ire,-3.963399
tOA,-3.275422
AhU,-3.36486
eme,-5.089217
erU,-4.219249
IwI,-3.779002
unO,-4.676215
fAo,-3.799336
oeA,-5.20495
uii,-6.169798
aiO,-4.669079
inE,-3.331943
Ira,-3.678075
upi,-5.1763
epi,-5.049189
OmO,-4.507125
Noa,-4.376969
Oua,-4.185863
ahO,-3.930357
nOi,-3.854117
eNu,-5.618626
tAe,-3.400618
ome,-5.726173
paI,-2.930133
nAi,-3.563352
UpA,-5.034001
eNU,-5.618626
kEa,-3.118291
puA,-2.599269
eaa,-7.480896
opo,-4.756009
AwE,-3.476568
awE,-3.476568
oNu,-5.45015
auA,-3.316716
ItI,-3.337003
unA,-3.284543
tUa,-2.782155
InI,-3.191135
UrA,-3.588595
ONO,-4.997838
OtI,-3.527417
ofi,-6.414901
Ome,-5.726173
Awi,-4.375151
ENe,-5.853699
kiO,-3.446573
ItU,-4.253333
aiu,-4.633244
Eka,-3.922139
aNU,-4.375841
pAu,-3.155913
AkE,-3.383709
Eko,-4.376063
irU,-4.933115
ire,-3.963399
uko,-4.413662
kIi,-4.781762
mie,-4.30899
Ero,-3.929425
rOi,-3.230978
iwA,-3.643103
iwI,-3.779002
eoA,-5.73437
uNi,-5.724097
tEa,-2.917697
Iwi,-3.779002
epu,-4.759855
eha,-3.897967
IkI,-3.531343
uti,-3.909539
koA,-3.326082
imA,-4.882849
enA,-3.749351
iwe,-4.654576
upE,-4.714752
irI,-3.302095
ape,-3.920535
Afu,-5.237627
ErE,-3.486123
etO,-5.100964
IrI,-3.302095
tiU,-3.704337
Otu,-4.020472
ekA,-3.922139
pie,-4.327552
UNu,-6.38946
kOi,-3.228344
oae,-5.404492
Ohe,-3.838473
pUa,-2.599269
epO,-5.1815
OhO,-3.634737
rIi,-5.078339
kOu,-3.053333
eae,-6.728733
orO,-3.206805
uhE,-4.57051
oeo,-6.175338
etE,-4.377719
uNu,-6.38946
Upu,-4.336286
eto,-5.100964
AwI,-4.375151
AkU,-3.555253
ipi,-4.519666
taI,-2.75982
Ano,-3.651541
ume,-3.880898
OkO,-3.491104
uae,-5.33621
onO,-3.581032
emu,-4.72695
ihE,-4.26918
aNu,-4.375841
eaA,-7.480896
Ini,-3.191135
otA,-3.771369
keA,-3.118291
apI,-3.663339
Iro,-3.657045
Imi,-4.764581
pEi,-3.559402
Oio,-5.603776
Onu,-3.874349
Ino,-3.513629
ahE,-4.115722
NAo,-4.312771
Eru,-4.219249
OnI,-4.08441
Etu,-4.725687
afu,-5.237627
rAu,-2.9804
hAo,-3.284479
aie,-5.000119
Ore,-3.342917
aAe,-6.237622
Ani,-3.470709
ahU,-3.36486
ItO,-4.236233
unE,-3.939901
pEa,-3.200223
hAe,-3.322386
Epo,-5.1815
OnE,-4.02644
teU,-3.97856
ENi,-4.549181
OwA,-6.026991
heA,-2.874742
maA,-4.602303
ikE,-4.01444
fEa,-2.965878
pUA,-2.599269
Uru,-3.170791
opE,-4.610599
kaU,-2.632151
opO,-4.756009
ufe,-4.248074
upe,-4.714752
ONa,-3.979575
UkO,-4.413662
eNo,-5.166314
nUmu,-5.799028
Uafu,-8.00776
kApI,-3.587761
pikE,-4.225911
humo,-5.652472
pAfi,-4.842061
Urii,-6.436
AkiA,-4.406193
meNU,-5.682571
wOpI,-5.404005
UNeo,-8.380636
oupo,-6.403723
UrAA,-6.944167
rIwi,-4.781508
oumi,-7.070865
pAwI,-5.295946
OAno,-5.970823
pefO,-6.465859
OhOi,-4.584581
NAmi,-5.761148
imAI,-5.865537
Aape,-7.079254
OAka,-5.369285
fInA,-4.026607
NikA,-5.271178
AiwE,-6.327037
utOI,-5.65724
eife,-7.312391
upio,-7.002323
wIpu,-5.299963
AanO,-6.803953
wurI,-5.508938
fihE,-4.97394
IrIi,-6.352161
Iwea,-5.519648
ofAO,-7.851087
NOto,-5.215394
OkAI,-4.959423
Iwie,-5.873509
hEha,-4.439126
wuri,-5.508938
OtOI,-4.909646
rAwI,-4.790621
UaNu,-6.434138
NAme,-5.727239
wewE,-5.397156
niNA,-4.396238
wEni,-4.327502
NAiE,-5.84999
ONoe,-7.068325
IrAA,-7.033647
nIno,-4.817106
eIho,-6.230035
witI,-3.668164
NUta,-5.215317
oaiE,-7.176088
aema,-6.754663
AfiU,-5.167196
pIhu,-4.583373
mEri,-4.070951
wEnu,-4.354566
ahEa,-4.714874
nEhE,-4.0664
ehuI,-5.151596
AmAo,-4.586207
iNii,-7.054699
Omou,-5.882515
tImu,-4.392588
uirE,-5.563138
