item,logprob
anE,-3.527562
Aea,-4.248054
OrA,-3.668971
irE,-3.916614
Eku,-5.05186
atU,-3.607278
hiA,-3.414723
Imo,-5.093696
omO,-4.595031
wAi,-3.091591
IwE,-4.791592
atE,-3.846679
ikU,-4.680826
epA,-4.863536
ANU,-4.567259
awi,-4.487933
peu,-4.188122
ANA,-3.153628
Oru,-3.857363
AhE,-3.953273
NOu,-4.134576
Ure,-3.524202
OhI,-3.374016
aiE,-4.897615
upU,-4.4784
OfI,-5.609636
enu,-4.179086
Opu,-4.979408
iao,-4.828409
Uni,-3.67743
Ihe,-4.09315
Ine,-3.309763
nia,-3.380316
Ahe,-3.953273
une,-4.001619
uaA,-6.334985
huI,-3.571974
Ane,-3.527562
mIi,-5.255289
Ihu,-4.514232
OhE,-3.740423
Oni,-3.878102
ihU,-4.514232
EhE,-3.609277
kAu,-2.649409
Apa,-3.726925
otU,-4.048628
IwA,-3.650444
Awa,-3.310398
etA,-4.118095
reU,-3.940398
oau,-5.141533
ImO,-5.093696
epo,-5.397879
ONU,-5.604522
One,-4.004327
iAu,-5.351676
kaO,-3.235258
Iwe,-4.791592
Aeo,-6.119288
Ofa,-5.502575
UkE,-3.52225
ApU,-3.679998
aii,-5.654283
owA,-6.079573
IkA,-3.870661
Aue,-4.953475
orE,-3.323959
upO,-5.037454
Amo,-4.089682
uno,-4.820956
OpO,-4.922561
enI,-4.154014
nue,-5.039607
epE,-5.024112
feu,-4.309796
Owi,-6.720532
etI,-3.656094
Ire,-3.916614
tOA,-3.327826
AhU,-3.313081
eme,-5.036018
erU,-4.110898
IwI,-3.905763
unO,-4.820956
fAo,-3.289706
oeA,-5.144148
uii,-6.344541
aiO,-4.152033
inE,-3.309763
Ira,-3.767742
upi,-5.441995
epi,-5.203508
OmO,-4.595031
Noa,-4.142637
Oua,-4.290656
ahO,-3.907003
nOi,-3.950481
eNu,-4.89409
tAe,-3.148387
ome,-5.351895
paI,-3.052531
nAi,-3.707107
UpA,-4.889722
eNU,-4.89409
kEa,-3.108895
puA,-2.623057
eaa,-7.177997
opo,-4.922561
AwE,-3.605086
awE,-3.605086
oNu,-5.604522
auA,-3.411901
ItI,-3.417821
unA,-3.332072
tUa,-2.781894
InI,-3.196051
UrA,-3.684073
ONO,-5.166906
OtI,-3.629892
ofi,-5.609636
Ome,-5.351895
Awi,-4.487933
ENe,-4.936648
kiO,-3.508263
ItU,-4.372709
aiu,-4.557188
Eka,-3.804317
aNU,-4.567259
pAu,-3.236566
AkE,-3.407312
Eko,-4.218928
irU,-5.047316
ire,-3.916614
uko,-4.231448
kIi,-4.945719
mie,-4.498621
Ero,-3.965425
rOi,-3.286157
iwA,-3.650444
iwI,-3.905763
eoA,-5.909843
uNi,-5.816992
tEa,-2.998126
Iwi,-3.905763
epu,-4.970528
eha,-3.915391
IkI,-3.550811
uti,-4.010799
koA,-3.306554
imA,-4.876294
enA,-3.739026
iwe,-4.791592
upE,-4.834874
irI,-3.37072
ape,-4.085344
Afu,-5.118675
ErE,-3.361916
etO,-4.730383
IrI,-3.37072
tiU,-3.918078
Otu,-4.048628
ekA,-3.804317
pie,-4.461097
UNu,-6.532833
kOi,-3.281136
oae,-5.416779
Ohe,-3.740423
pUa,-2.623057
epO,-5.397879
OhO,-3.653645
rIi,-5.050162
kOu,-3.119897
eae,-6.235934
orO,-3.262759
uhE,-4.542985
oeo,-6.156393
etE,-3.972389
uNu,-6.532833
Upu,-4.4784
eto,-4.730383
AwI,-4.487933
AkU,-3.675818
ipi,-4.54615
taI,-2.80291
Ano,-3.729639
ume,-4.012347
OkO,-3.513465
uae,-4.556175
onO,-3.643993
emu,-4.89202
ihE,-4.09315
aNu,-4.567259
eaA,-7.177997
Ini,-3.196051
otA,-3.760306
keA,-3.108895
apI,-3.681498
Iro,-3.815966
Imi,-4.717142
pEi,-3.320245
Oio,-5.670005
Onu,-4.050613
Ino,-3.650719
ahE,-3.953273
NAo,-4.401451
Eru,-4.110898
OnI,-3.878102
Etu,-4.247245
afu,-5.118675
rAu,-2.963252
hAo,-3.436021
aie,-4.897615
Ore,-3.323959
aAe,-6.254436
Ani,-3.380979
ahU,-3.313081
ItO,-4.323671
unE,-4.001619
pEa,-3.319737
hAe,-3.177427
Epo,-5.397879
OnE,-4.004327
teU,-4.07923
ENi,-3.974021
OwA,-6.079573
heA,-2.968699
maA,-4.542835
ikE,-4.109751
fEa,-3.038387
pUA,-2.623057
Uru,-3.198438
opE,-4.729639
kaU,-2.649409
opO,-4.922561
ufe,-4.368231
upe,-4.834874
ONa,-4.017323
UkO,-4.231448
eNo,-4.456474
nUmu,-5.355778
Uafu,-8.059494
kApI,-3.581764
pikE,-4.078755
humo,-5.726961
pAfi,-4.855897
Urii,-6.485639
AkiA,-4.418699
meNU,-5.707566
wOpI,-5.498535
UNeo,-8.604833
oupo,-6.647476
UrAA,-7.17069
rIwi,-4.769763
oumi,-6.43513
pAwI,-5.441837
OAno,-6.207546
pefO,-6.708645
OhOi,-4.63098
NAmi,-5.859109
imAI,-5.811563
Aape,-7.306188
OAka,-5.185061
fInA,-4.046725
NikA,-5.364637
AiwE,-6.259713
utOI,-5.804454
eife,-7.850406
upio,-7.297673
wIpu,-5.431259
AanO,-7.045203
wurI,-5.591847
fihE,-4.838873
IrIi,-6.376599
Iwea,-5.698097
ofAO,-6.503472
NOto,-4.40086
OkAI,-4.741168
Iwie,-6.06252
hEha,-4.485069
wuri,-5.591847
OtOI,-5.051428
rAwI,-4.751797
UaNu,-6.725522
NAme,-5.662136
wewE,-5.396906
niNA,-4.435668
wEni,-4.143831
NAiE,-5.736199
ONoe,-7.14965
IrAA,-7.25436
nIno,-4.590975
eIho,-6.106308
witI,-3.562463
NUta,-5.033611
oaiE,-7.263835
aema,-6.787717
AfiU,-4.33311
pIhu,-4.735324
mEri,-4.143248
wEnu,-4.168903
ahEa,-4.700465
nEhE,-4.075318
ehuI,-5.202419
AmAo,-4.753915
iNii,-7.005733
Omou,-6.080925
tImu,-3.931513
uirE,-5.582646
EpEO,-7.043257
NaeA,-4.235446
ApOI,-5.070159
neNu,-6.113758
tuei,-5.536066
apaI,-4.857476
hUku,-4.103308
hOre,-3.430829
Aeni,-5.934641
tukE,-3.773993
etOu,-5.643093
wAiE,-5.143669
tANI,-3.707998
upaI,-6.020273
mini,-3.567425
wEhE,-3.635023
NEni,-5.217607
mAtO,-3.605846
iAfa,-7.034035
ewea,-6.413607
eEtu,-7.488043
Eheu,-5.594383
Aiha,-4.4906
eaNi,-6.933201
UnoA,-6.369973
punE,-3.863841
fEfa,-5.278259
EreU,-5.339071
EtOI,-5.912347
fakI,-3.569204
