item,logprob
anE,-3.595033
Aea,-4.344184
OrA,-3.603045
irE,-3.874791
Eku,-4.975289
atU,-3.61992
hiA,-3.346328
Imo,-5.390743
omO,-4.56849
wAi,-3.053029
IwE,-4.756607
atE,-3.865392
ikU,-4.622757
epA,-4.784378
ANU,-4.452603
awi,-4.445025
peu,-4.11629
ANA,-3.152326
Oru,-3.821877
AhE,-3.95025
NOu,-4.231429
Ure,-3.465612
OhI,-3.333754
aiE,-4.909784
upU,-4.425168
OfI,-6.517283
enu,-4.261115
Opu,-4.923498
iao,-4.746601
Uni,-3.725119
Ihe,-4.047164
Ine,-3.382467
nia,-3.313029
Ahe,-3.95025
une,-3.968786
uaA,-6.187205
huI,-3.560858
Ane,-3.595033
mIi,-5.147433
Ihu,-4.46195
OhE,-3.705419
Oni,-3.839267
ihU,-4.46195
EhE,-3.618688
kAu,-2.644169
Apa,-3.685457
otU,-3.969917
IwA,-3.610702
Awa,-3.280156
etA,-4.633298
reU,-3.90574
oau,-5.064142
ImO,-5.390743
epo,-5.308068
ONU,-5.550981
One,-3.965241
iAu,-5.34396
kaO,-3.173478
Iwe,-4.756607
Aeo,-6.047434
Ofa,-6.403253
UkE,-3.727889
ApU,-3.68556
aii,-5.665
owA,-6.041996
IkA,-3.869528
Aue,-4.824898
orE,-3.295293
upO,-4.995145
Amo,-4.052072
uno,-4.731598
OpO,-4.874769
enI,-4.260542
nue,-5.309033
epE,-4.928908
feu,-4.269646
Owi,-6.679597
etI,-4.127015
Ire,-3.874791
tOA,-3.304491
AhU,-3.392456
eme,-5.12586
erU,-4.068577
IwI,-3.882416
unO,-4.731598
fAo,-3.849543
oeA,-5.299606
uii,-6.273384
aiO,-4.089197
inE,-3.382467
Ira,-3.747924
upi,-5.232386
epi,-5.134602
OmO,-4.56849
Noa,-4.273565
Oua,-4.243925
ahO,-3.998927
nOi,-3.904061
eNu,-4.866147
tAe,-3.254959
ome,-5.331726
paI,-3.0043
nAi,-3.657238
UpA,-5.084104
eNU,-4.866147
kEa,-3.070861
puA,-2.636438
eaa,-7.067781
opo,-4.874769
AwE,-3.556299
awE,-3.556299
oNu,-5.550981
auA,-3.379485
ItI,-3.370011
unA,-3.332779
tUa,-2.815072
InI,-3.278189
UrA,-3.614012
ONO,-5.088486
OtI,-3.614938
ofi,-6.517283
Ome,-5.331726
Awi,-4.445025
ENe,-4.880752
kiO,-3.477769
ItU,-4.316541
aiu,-4.54821
Eka,-3.79495
aNU,-4.452603
pAu,-3.19547
AkE,-3.386474
Eko,-4.15902
irU,-5.029224
ire,-3.874791
uko,-4.361301
kIi,-4.888773
mie,-4.392217
Ero,-3.897701
rOi,-3.288896
iwA,-3.610702
iwI,-3.882416
eoA,-5.841008
uNi,-5.786548
tEa,-2.985979
Iwi,-3.882416
epu,-4.872216
eha,-3.886531
IkI,-3.522323
uti,-3.966883
koA,-3.359269
imA,-4.834769
enA,-3.710375
iwe,-4.756607
upE,-4.785326
irI,-3.334134
ape,-4.027895
Afu,-5.03599
ErE,-3.366658
etO,-5.212419
IrI,-3.334134
tiU,-3.860652
Otu,-3.969917
ekA,-3.79495
pie,-4.396457
UNu,-6.49462
kOi,-3.272636
oae,-5.425994
Ohe,-3.705419
pUa,-2.636438
epO,-5.308068
OhO,-3.63129
rIi,-5.01613
kOu,-3.109016
eae,-6.21197
orO,-3.222731
uhE,-4.50747
oeo,-6.282567
etE,-4.405961
uNu,-6.49462
Upu,-4.425168
eto,-5.212419
AwI,-4.445025
AkU,-3.642915
ipi,-4.587303
taI,-2.801016
Ano,-3.718013
ume,-3.953587
OkO,-3.459563
uae,-5.331394
onO,-3.58845
emu,-4.801082
ihE,-4.047164
aNu,-4.452603
eaA,-7.067781
Ini,-3.278189
otA,-3.74686
keA,-3.070861
apI,-3.652596
Iro,-3.767603
Imi,-4.816852
pEi,-3.643812
Oio,-5.598271
Onu,-3.97353
Ino,-3.614612
ahE,-3.95025
NAo,-4.25926
Eru,-4.068577
OnI,-3.839267
Etu,-4.673225
afu,-5.03599
rAu,-2.960687
hAo,-3.368402
aie,-4.909784
Ore,-3.295293
aAe,-6.258801
Ani,-3.470769
ahU,-3.392456
ItO,-4.321567
unE,-3.968786
pEa,-3.277592
hAe,-3.155179
Epo,-5.308068
OnE,-3.965241
teU,-4.048369
ENi,-3.957098
OwA,-6.041996
heA,-2.952253
maA,-4.492354
ikE,-4.078633
fEa,-3.029186
pUA,-2.636438
Uru,-3.257415
opE,-4.67511
kaU,-2.644169
opO,-4.874769
ufe,-4.316986
upe,-4.785326
ONa,-3.969953
UkO,-4.361301
eNo,-4.403651
nUmu,-5.722741
Uafu,-7.970274
kApI,-3.589271
pikE,-4.03717
humo,-5.404207
pAfi,-4.91767
Urii,-6.425078
AkiA,-4.349521
meNU,-5.600582
wOpI,-5.471114
UNeo,-8.510507
oupo,-6.566383
UrAA,-7.062234
rIwi,-4.73547
oumi,-6.809594
pAwI,-5.377977
OAno,-6.129561
pefO,-6.595556
OhOi,-4.582926
NAmi,-5.719456
imAI,-5.84606
Aape,-7.208942
